book_id,title,authors
15937108,Counting by 7s,Holly Goldberg Sloan
6421588,"Hourglass (Evernight, #3)",Claudia Gray
139417,"A Kiss of Shadows (Merry Gentry, #1)",Laurell K. Hamilton
777211,"Executive Power (Mitch Rapp, #6)",Vince Flynn
6781956,"Savor the Moment (Bride Quartet, #3)","Nora Roberts, Angela Dawe"
157076,The Most Dangerous Game,Richard Connell
954674,Little Brother,Cory Doctorow
136081,"Dearly Devoted Dexter (Dexter, #2)",Jeff Lindsay
304079,The Essential Rumi,"Jalaluddin Rumi, Coleman Barks"
22716194,Inside the O'Briens,Lisa Genova
175983,"Memories of Ice (The Malazan Book of the Fallen, #3)",Steven Erikson
2029927,"Odd Hours (Odd Thomas, #4)",Dean Koontz
261122,"The Dead Girls' Dance (The Morganville Vampires, #2)",Rachel Caine
13834,"The Realms of the Gods (Immortals, #4)",Tamora Pierce
4922079,"One Second After (After, #1)",William R. Forstchen
385706,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",Suzanne Collins
9279177,The Lover's Dictionary,David Levithan
32525,Art Through the Ages ,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya"
15567,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",Terry Brooks
2498983,The Darkest Kiss (Lords of the Underworld #2),Gena Showalter
2200877,The Sugar Queen,Sarah Addison Allen
9761771,"Pure (Covenant, #2)",Jennifer L. Armentrout
126381,Purple Hibiscus,Chimamanda Ngozi Adichie
113429,No One Belongs Here More Than You,Miranda July
9595620,"Hammered (The Iron Druid Chronicles, #3)",Kevin Hearne
14383,No Rest for the Wicked (Immortals After Dark #3),Kresley Cole
3313418,"Extreme Measures (Mitch Rapp, #11)",Vince Flynn
23093367,"Saga, Vol. 4 (Saga, #4)","Brian K. Vaughan, Fiona Staples"
18528454,"A Beautiful Wedding (Beautiful, #2.5)",Jamie McGuire
16071701,Bad Monkey,Carl Hiaasen
16099180,Sisterland,Curtis Sittenfeld
6224826,"Juliet, Naked",Nick Hornby
801178,Chicken Soup for the Soul,"Jack Canfield, Mark Victor Hansen"
7039,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",Alexander McCall Smith
49350,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",Michael Connelly
13612739,"Seduced in the Dark (The Dark Duet, #2)",C.J. Roberts
34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett
6388558,The Warlord Wants Forever (Immortals After Dark #1),Kresley Cole
9601,Bluebeard,Kurt Vonnegut Jr.
120253,Good Faeries/Bad Faeries,"Brian Froud, Terry Windling"
7726892,The Island,Elin Hilderbrand
550844,Cycle of the Werewolf,"Stephen King, Bernie Wrightson"
91357,The Devil's Arithmetic,Jane Yolen
248787,The World Without Us,Alan Weisman
239186,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson
23341607,The Rumor,Elin Hilderbrand
18839,Orlando,Virginia Woolf
2410506,Thanks for the Memories,Cecelia Ahern
298230,Agnes Grey,"Anne Brontë, Angeline Goreau"
26050,Angels Fall,Nora Roberts
6339304,"Pursuit of Honor (Mitch Rapp, #12)",Vince Flynn
2299110,Acheron (Dark-Hunter #14),Sherrilyn Kenyon
6135237,South of Broad,Pat Conroy
171102,The Birth House,Ami McKay
3657138,"Fade (Wake, #2)",Lisa McMann
775346,The Little Friend,Donna Tartt
3165162,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",Rick Riordan
2133795,"Savvy (Savvy, #1)",Ingrid Law
4452257,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons
13151,"London Bridges (Alex Cross, #10)",James Patterson
2750180,لا تحزن,عائض القرني
634583,Wings of Fire: An Autobiography,"A.P.J. Abdul Kalam, Arun Tiwari"
11401915,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)","L.J. Smith, Kevin Williamson, Julie Plec"
13588394,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,Nate Silver
25614492,Salt to the Sea,Ruta Sepetys
16319,"The Body in the Library (Miss Marple, #3)",Agatha Christie
119,The Lord of the Rings: The Art of The Fellowship of the Ring,Gary Russell
8379374,"Backstage Pass (Sinners on Tour, #1)",Olivia Cunning
189182,The Story About Ping,"Marjorie Flack, Kurt Wiese"
8274537,"Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)",Rachel Renée Russell
8252,"Farmer Boy (Little House, #3)","Laura Ingalls Wilder, Garth Williams"
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek
17345258,The All-Girl Filling Station's Last Reunion,Fannie Flagg
25354,Bastard Out of Carolina,Dorothy Allison
9464733,Beauty Queens,Libba Bray
4699575,"Daemon (Daemon, #1)",Daniel Suarez
4035,The Burden of Proof,Scott Turow
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo
758153,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",Joy Adamson
333867,The Stars My Destination,"Alfred Bester, Neil Gaiman"
24431,"Trickster's Choice (Daughter of the Lioness, #1)",Tamora Pierce
15839984,"Cruel Beauty (Cruel Beauty Universe, #1)",Rosamund Hodge
11289,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons
3977,"Endymion (Hyperion Cantos, #3)",Dan Simmons
920607,The Arrival,Shaun Tan
15704486,"Calamity (The Reckoners, #3)",Brandon Sanderson
10873,Shopgirl,Steve Martin
5664022,حوار مع صديقي الملحد,مصطفى محمود
24580,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,Mark Twain
15701217,The Woman Upstairs,Claire Messud
74731,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",Christopher Moore
4708,The Beautiful and Damned,F. Scott Fitzgerald
27037,Confessions,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler"
23602562,Our Souls at Night,Kent Haruf
116012,Carolina Moon,Nora Roberts
16138688,The Painted Girls,Cathy Marie Buchanan
13402447,"UnEnchanted (An Unfortunate Fairy Tale, #1)",Chanda Hahn
7897478,"The Bedwetter: Stories of Courage, Redemption, and Pee",Sarah Silverman
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith
8662836,"Chain Reaction (Perfect Chemistry, #3)",Simone Elkeles
390711,"Noble House (Asian Saga, #5)",James Clavell
28866,"Dark Prince (Dark, #1)",Christine Feehan
4634266,NARUTO -ナルト- 巻ノ四十三,Masashi Kishimoto
16131077,The Shining Girls,Lauren Beukes
1128178,The Zookeeper's Wife,Diane Ackerman
24499258,Slade House,David Mitchell
18170143,An Astronaut's Guide to Life on Earth,Chris Hadfield
2321296,"Ink Exchange (Wicked Lovely, #2)",Melissa Marr
6621287,com نسيان,"أحلام مستغانمي, Ahlam Mosteghanemi"
5347,Bleachers,John Grisham
206962,Hop On Pop,Dr. Seuss
8,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)","J.K. Rowling, Mary GrandPré"
103983,"Skeleton Key (Alex Rider, #3)",Anthony Horowitz
43930,Gone for Good,Harlan Coben
45101,"The Mad Ship (Liveship Traders, #2)",Robin Hobb
722864,"Inside the Human Body (The Magic School Bus, #3)","Joanna Cole, Bruce Degen"
126507,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly
20578940,"The Iron Trial (Magisterium, #1)","Holly Black, Cassandra Clare"
12962439,"A Game of Thrones: The Graphic Novel, Vol. 1","Daniel Abraham, George R.R. Martin, Tommy Patterson"
7091370,"The Carrie Diaries (The Carrie Diaries, #1)",Candace Bushnell
5181,Jewel,Bret Lott
17860199,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",Veronica Roth
228258,"Tribulation Force (Left Behind, #2)","Tim LaHaye, Jerry B. Jenkins"
7015635,Food Rules: An Eater's Manual,Michael Pollan
20316309,في قلبي أنثى عبرية,خولة حمدي
263147,"Vampire Kisses (Vampire Kisses, #1)",Ellen Schreiber
16044981,"Fly Away (Firefly Lane, #2)",Kristin Hannah
28689,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",Tad Williams
76104,The Exploits of Sherlock Holmes,"Adrian Conan Doyle, John Dickson Carr"
176839,One True Thing,Anna Quindlen
23156040,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),"Elena Ferrante, Ann Goldstein"
28250,"The Novice (Black Magician Trilogy, #2)",Trudi Canavan
97782,Then We Came to the End,Joshua Ferris
17202452,"One Week Girlfriend (One Week Girlfriend, #1)",Monica  Murphy
45102,"Ship of Destiny (Liveship Traders, #3)",Robin Hobb
15990489,A Week in Winter,Maeve Binchy
13154952,Calico Joe,John Grisham
282356,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)","Hisaya Nakajo, David Ury"
13928,"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier
556511,The Very Busy Spider,Eric Carle
37738,Freckle Juice,Judy Blume
7155145,Linchpin: Are You Indispensable?,Seth Godin
34053,Just So Stories,Rudyard Kipling
78508,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard
4477,Complications: A Surgeon's Notes on an Imperfect Science,"Atul Gawande, Susanne Kuhlmann-Krieg"
7779059,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",Jim Butcher
497164,Camera Lucida: Reflections on Photography,"Roland Barthes, Richard Howard"
690866,The Hundred Secret Senses,Amy Tan
23638955,Pretty Baby,Mary Kubica
2595138,The Gargoyle,Andrew Davidson
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson
17287028,My Story,"Elizabeth  Smart, Chris Stewart"
176327,"The Fairy-Tale Detectives (The Sisters Grimm, #1)","Michael Buckley, Peter Ferguson"
149847,Mort: The Play,"Terry Pratchett, Stephen Briggs"
6909544,"Birthmarked (Birthmarked, #1)",Caragh M. O'Brien
284440,"Skulduggery Pleasant (Skulduggery Pleasant, #1)","Derek Landy, Tom Percival"
31818,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol
7805,Pale Fire,Vladimir Nabokov
89788,The Lady and the Unicorn,Tracy Chevalier
5338,A Christmas Carol and Other Christmas Writings,"Charles Dickens, Michael Slater"
18007533,One More Thing: Stories and Other Stories,B.J. Novak
7557548,Men at Arms: The Play,"Terry Pratchett, Stephen Briggs"
5212771,"Carpe Corpus (The Morganville Vampires, #6)",Rachel Caine
16120760,The Shock of the Fall,Nathan Filer
13597728,"Asylum (Asylum, #1)",Madeleine Roux
24388326,The Heart Goes Last,Margaret Atwood
30260,"A Fistful of Charms (The Hollows, #4)",Kim Harrison
213367,Desiring God: Meditations of a Christian Hedonist,John Piper
12813630,The Coldest Girl in Coldtown,Holly Black
13079,Skinny Dip,Carl Hiaasen
23492741,The Marriage of Opposites,Alice Hoffman
12987640,Imagine: How Creativity Works,Jonah Lehrer
2295829,"Feast of Fools (The Morganville Vampires, #4)",Rachel Caine
13545075,"UnWholly (Unwind, #2)",Neal Shusterman
6751,Consider the Lobster and Other Essays,David Foster Wallace
7005865,"The Atlantis Complex (Artemis Fowl, #7)",Eoin Colfer
43781,Merrick (The Vampire Chronicles #7),Anne Rice
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson
11987,The Myth of Sisyphus and Other Essays,"Albert Camus, Justin O'Brien"
16071745,"Someday, Someday, Maybe",Lauren Graham
12204,The Road Not Taken and Other Poems,Robert Frost
19547856,Simon vs. the Homo Sapiens Agenda,Becky Albertalli
383206,Wives and Daughters,"Elizabeth Gaskell, Pam Morris"
12558285,"Splintered (Splintered, #1)",A.G. Howard
153540,The Little House,Virginia Lee Burton
6174,Survival in Auschwitz,"Primo Levi, Stuart J. Woolf, Philip Roth"
500743,"The Wizard Heir (The Heir Chronicles, #2)",Cinda Williams Chima
32831,"The Mysterious Island (Extraordinary Voyages, #12)","Jules Verne, Caleb Carr, Jordan Stump"
321577,Girl in Hyacinth Blue,Susan Vreeland
457762,Sylvester and the Magic Pebble,William Steig
9542439,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)",Philippa Gregory
8437667,Live Wire (Myron Bolitar #10),Harlan Coben
818811,Escape,"Carolyn Jessop, Laura Palmer"
15154,"The Collectors (Camel Club, #2)",David Baldacci
841628,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,Douglas Adams
78876,"Maskerade (Discworld, #18; Witches #5)",Terry Pratchett
219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson
50937,"First, Break All the Rules: What the World's Greatest Managers Do Differently","Marcus Buckingham, Curt Coffman"
47994,"The Last Continent (Discworld, #22; Rincewind #6)",Terry Pratchett
7769,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),Dr. Seuss
205476,Our Town,"Thornton Wilder, Donald Margulies, Tappan Wilder"
3047848,"Heartless (Pretty Little Liars, #7)",Sara Shepard
32501,"Echo Park (Harry Bosch, #12; Harry Bosch Universe, #14)",Michael Connelly
113138,The Winner,David Baldacci
18659623,Through the Woods,Emily Carroll
94319,"Ark Angel (Alex Rider, #6)",Anthony Horowitz
68811,Momo,Michael Ende
20423680,"The Last Town (Wayward Pines, #3)",Blake Crouch
23009402,Saint Anything,Sarah Dessen
13320466,The Twelve Tribes of Hattie,Ayana Mathis
16434,The Taking,Dean Koontz
226706,"If There Be Thorns (Dollanganger, #3)",V.C. Andrews
228696,Owl Moon,"Jane Yolen, John Schoenherr"
12857,The Gambler,"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson"
13413589,"Frost Burned (Mercy Thompson, #7)",Patricia Briggs
59145,Père Goriot,Honoré de Balzac
3522419,"Nemesis (Harry Hole, #4)","Jo Nesbø, Don Bartlett"
31426,The Collected Poems,"Sylvia Plath, Ted Hughes"
84151,"Night Play (Dark-Hunter #5, Were-Hunter #1)",Sherrilyn Kenyon
9086994,Aleph,Paulo Coelho
12351649,"Perfection (Neighbor from Hell, #2)",R.L. Mathewson
6687247,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,Andrew Ross Sorkin
1470232,Magic Hour,Kristin Hannah
4796,The Winter of Our Discontent,"John Steinbeck, Susan Shillinglaw"
373755,"Absalom, Absalom!",William Faulkner
22510983,"Girl Online (Girl Online, #1)","Zoe Sugg, Siobhan Curham"
205821,Caddie Woodlawn  (Caddie Woodlawn #1),Carol Ryrie Brink
24950845,"Tricky Twenty-Two (Stephanie Plum, #22)",Janet Evanovich
139855,Knowing God,J.I. Packer
68396,"The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)",R.A. Salvatore
2177236,Hold Tight,Harlan Coben
71252,The Kindly Ones (The Sandman #9),"Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell"
25103,Worlds' End (The Sandman #8),"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King"
826845,The Chrysalids,John Wyndham
122967,The Ugly Duckling,"Hans Christian Andersen, Jerry Pinkney"
81939,The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book,Miguel Ruiz
29641,The End of the Affair,"Graham Greene, Monica Ali"
25205422,Who Do You Love,Jennifer Weiner
739840,Bambi,"Felix Salten, Barbara Cooney"
59924,The Lathe of Heaven,Ursula K. Le Guin
1362,The Histories,"Herodotus, Aubrey de Sélincourt, John M. Marincola"
17798287,"Driven (Driven, #1)",K. Bromberg
18402,The Dante Club,Matthew Pearl
46544,"The Shelters of Stone (Earth's Children, #5)",Jean M. Auel
5292853,"Hunting Ground (Alpha & Omega, #2)",Patricia Briggs
5356711,The Winner Stands Alone,Paulo Coelho
133430,Centennial,James A. Michener
6261522,"The Body Finder (The Body Finder, #1)",Kimberly Derting
6870,Enduring Love,Ian McEwan
36071,First Things First,"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill"
28541,"Dragonsong (Harper Hall, #1)",Anne McCaffrey
595375,Annie on My Mind,Nancy Garden
6428887,Pirate Latitudes,Michael Crichton
328854,Motherless Brooklyn,Jonathan Lethem
714902,"Noughts & Crosses (Noughts & Crosses, #1)",Malorie Blackman
152519,Incidents in the Life of a Slave Girl,Harriet Jacobs
8519822,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",Michael Scott
8255917,Washington: A Life,Ron Chernow
16070521,"Come Away with Me (With Me in Seattle, #1)",Kristen Proby
785092,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker
12866426,"Taken at Dusk (Shadow Falls, #3)",C.C. Hunter
16707,Wonder Boys,"Michael Chabon, Hans Hermann"
15739018,"Taking Chances (Taking Chances, #1)",Molly McAdams
10464963,The Buddha in the Attic,Julie Otsuka
8680,Fierce Invalids Home from Hot Climates,Tom Robbins
18007535,The Winter People,Jennifer McMahon
8428069,"The Lying Game (The Lying Game, #1)",Sara Shepard
32258,"Body Double (Rizzoli & Isles, #4)",Tess Gerritsen
18143905,The Opposite of Loneliness: Essays and Stories,Marina Keegan
6613956,The Solitude of Prime Numbers,"Paolo Giordano, Shaun Whiteside"
15835685,"Clash (Crash, #2)",Nicole  Williams
17349203,"Fortunately, the Milk","Neil Gaiman, Skottie Young"
20898019,"Ms. Marvel, Vol. 1: No Normal","G. Willow Wilson, Adrian Alphona"
178476,Slave to Sensation (Psy-Changeling #1),Nalini Singh
18711993,فلتغفري,أثير عبدالله النشمي
89716,"Al Capone Does My Shirts (Al Capone at Alcatraz, #1)",Gennifer Choldenko
6723348,"The Fall (The Strain Trilogy, #2)","Guillermo del Toro, Chuck Hogan"
17378527,"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater
13152287,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting,"Pamela Druckerman, Abby Craden"
6538,Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell
448873,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner
235718,"Succubus Blues (Georgina Kincaid, #1)",Richelle Mead
8874743,When God Was a Rabbit,Sarah Winman
18003300,Love & Misadventure,Lang Leav
6515834,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,"Francis Chan, Danae Yankoski"
85392,Term Limits,Vince Flynn
7948230,"Crooked Letter, Crooked Letter",Tom Franklin
46199,Letters to a Young Poet,"Rainer Maria Rilke, Reginald Snell, Franz Xaver Kappus"
439275,"Princess in the Spotlight (The Princess Diaries, #2)",Meg Cabot
12425532,"Of Poseidon (The Syrena Legacy, #1)",Anna Banks
84140,Night Embrace (Dark-Hunter #2),Sherrilyn Kenyon
110444,"The Lake House (When the Wind Blows, #2)",James Patterson
80566,Run,Ann Patchett
203220,Les Fleurs du Mal,"Charles Baudelaire, Richard Howard"
16169737,"The Heist (Fox and O'Hare, #1)","Janet Evanovich, Lee Goldberg"
49540,Les Liaisons dangereuses,"Pierre-Ambroise Choderlos de Laclos, Douglas Parmée"
164531,The Railway Children,E. Nesbit
26245853,"The Last Mile (Amos Decker, #2)",David Baldacci
8785374,"Snuff (Discworld, #39; City Watch #8)",Terry Pratchett
8559047,"Magic Slays (Kate Daniels, #5)",Ilona Andrews
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley
315519,"Rich Man, Poor Man",Irwin Shaw
25817531,What She Knew,Gilly Macmillan
13495034,"The Black Box (Harry Bosch, #18; Harry Bosch Universe, #22)",Michael Connelly
5180,The Rapture of Canaan,Sheri Reynolds
38169,"Alas, Babylon",Pat Frank
184661,"The Third Option (Mitch Rapp, #4)",Vince Flynn
1238684,"The Stonekeeper (Amulet, #1)",Kazu Kibuishi
284996,The Complete Stories,Flannery O'Connor
6780439,"Dark Visions (Dark Visions, #1-3)",L.J. Smith
18138189,"Tower Lord (Raven's Shadow, #2)",Anthony  Ryan
5355136,Look Again,Lisa Scottoline
4264,Fever Pitch,Nick Hornby
31343,"Pandora (New Tales of the Vampires, #1)",Anne Rice
12700306,"Tricked (The Iron Druid Chronicles, #4)",Kevin Hearne
106393,The Coldest Winter Ever,Sister Souljah
402843,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki
25489025,The Vegetarian,"Han Kang, Deborah     Smith"
333538,The Castle,"Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak"
15985373,"Emperor of Thorns (The Broken Empire, #3)",Mark  Lawrence
5206937,A Modest Proposal,Jonathan Swift
51299,Letter to a Christian Nation,Sam Harris
6441509,"Shadow Souls (The Vampire Diaries: The Return, #2)",L.J. Smith
781046,When It Happens,Susane Colasanti
40929,The Rise of Theodore Roosevelt,Edmund Morris
24983,"Doomsday Book (Oxford Time Travel, #1)",Connie Willis
20767918,"The Escape (John Puller, #3)",David Baldacci
20342617,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson
110694,"The Seeress of Kell (The Malloreon, #5)",David Eddings
34452,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Brian L. Weiss
20881071,"The Burning Room (Harry Bosch, #19; Harry Bosch Universe, #24)",Michael Connelly
84699,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi
6871617,"This Side of the Grave (Night Huntress, #5)",Jeaniene Frost
153784,"First Test (Protector of the Small, #1)",Tamora Pierce
1162022,On the Jellicoe Road,Melina Marchetta
3061,The Natural Way to Draw,"Kimon Nicolaides, Mamie Harmon"
66692,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",R.A. Salvatore
16249,Angry Housewives Eating Bon Bons,Lorna Landvik
16052012,Flora and Ulysses: The Illuminated Adventures,"Kate DiCamillo, K.G. Campbell"
158119,If You Could See Me Now,Cecelia Ahern
67,The Known World,Edward P. Jones
38462,Giovanni's Room,James     Baldwin
856917,"Absolute Boyfriend, Vol. 1",Yuu Watase
17333227,"The Gods of Guilt (Mickey Haller, #6; Harry Bosch Universe, #23)",Michael Connelly
12749,"Swann's Way (In Search of Lost Time, #1)","Marcel Proust, Simon Vance, Lydia Davis"
682920,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear","Don    Wood, Audrey Wood"
30245,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)",Laurell K. Hamilton
149196,Eva Luna,"Isabel Allende, Margaret Sayers Peden"
9634967,"Robopocalypse (Robopocalypse, #1)",Daniel H. Wilson
32432,"Fear Nothing (Moonlight Bay, #1)",Dean Koontz
6547187,"First Drop of Crimson (Night Huntress World, #1)",Jeaniene Frost
1434105,"Plum Lucky (Stephanie Plum, #13.5)",Janet Evanovich
2334751,This Charming Man,Marian Keyes
4110198,"The 8th Confession (Women's Murder Club, #8)","James Patterson, Maxine Paetro"
51070,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",Sue Townsend
31196,The Razor's Edge,W. Somerset Maugham
47559,"Amphigorey (Amphigorey, #1)",Edward Gorey
14498,Neil Gaiman's Neverwhere,"Mike Carey, Glenn Fabry, Neil Gaiman"
4447622,"Some Girls Bite (Chicagoland Vampires, #1)",Chloe Neill
17143,Go Tell It on the Mountain,James     Baldwin
27000,"Lost in a Good Book (Thursday Next, #2)",Jasper Fforde
16113737,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,"Naoki Higashida, K.A. Yoshida, David Mitchell"
26252859,"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan
7039218,"Once Burned (Night Prince, #1)",Jeaniene Frost
24911006,Missoula: Rape and the Justice System in a College Town,Jon Krakauer
509784,The End of Eternity,Isaac Asimov
371787,"Sorceress of Darshiva (The Malloreon, #4)",David Eddings
65497,"Love Comes Softly (Love Comes Softly, #1)",Janette Oke
18666047,"Half a King (Shattered Sea, #1)",Joe Abercrombie
78987,"The Prodigal Daughter (Kane & Abel, #2)",Jeffrey Archer
12652457,"The Broken Eye (Lightbringer, #3)",Brent Weeks
53022,The Collected Poems of W.B. Yeats,"W.B. Yeats, Richard J. Finneran"
153800,"Lady Knight (Protector of the Small, #4)",Tamora Pierce
627984,"Stone Cold (Camel Club, #3)",David Baldacci
3831279,ڤيرتيجو,أحمد مراد
1215290,Rudolph the Red-Nosed Reindeer,"Barbara Shook Hazen, Robert Lewis May, Richard Scarry"
9555,The Elephant Vanishes,"Haruki Murakami, Jay Rubin, Alfred Birnbaum"
218427,"Gateway (Heechee Saga, #1)",Frederik Pohl
15014,Crucial Conversations: Tools for Talking When Stakes Are High,"Kerry Patterson, Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey"
25669,How the Irish Saved Civilization,Thomas Cahill
30071,"The Walking Dead, Book One (The Walking Dead #1-12)","Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn"
13615414,Gulp: Adventures on the Alimentary Canal,Mary Roach
53645,Tender at the Bone: Growing Up at the Table,Ruth Reichl
34492,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",Terry Pratchett
22327,The Miracle Worker,William  Gibson
16033906,"Fever (Breathless, #2)",Maya Banks
783291,The Almost Moon,Alice Sebold
41913,The Children of Men,P.D. James
91953,Leviathan,"Thomas Hobbes, C.B. Macpherson"
20454672,Mean Streak,Sandra Brown
17880708,"Fueled (Driven, #2)",K. Bromberg
2195289,I Was Told There'd Be Cake,Sloane Crosley
17157,Marie Antoinette: The Journey,Antonia Fraser
161099,"Good Night, Mr. Tom",Michelle Magorian
7600924,Forbidden,Tabitha Suzuma
18209454,"The Thousand-Dollar Tan Line (Veronica Mars, #1)","Rob Thomas, Jennifer Graham"
703,The Plot Against America,Philip Roth
144977,The Tender Bar,J.R. Moehringer
201345,"Martin the Warrior (Redwall, #6)",Brian Jacques
7801229,"The Exiled Queen (Seven Realms, #2)",Cinda Williams Chima
691520,No One Here Gets Out Alive,"Danny Sugerman, Jerry Hopkins"
17461,"Misty of Chincoteague (Misty, #1)","Marguerite Henry, Wesley Dennis"
14316,Black Swan Green,David Mitchell
22686,The Other Woman,Jane Green
15171,A Girl Named Zippy,Haven Kimmel
43325,Nothing Lasts Forever,Sidney Sheldon
4820,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick
435045,Wicked Deeds on a Winter's Night (Immortals After Dark #4),Kresley Cole
6462,His Excellency: George Washington,Joseph J. Ellis
22323,"Burning Chrome (Sprawl, #0)","William Gibson, Bruce Sterling"
7569223,Last Night at Chateau Marmont,Lauren Weisberger
1728744,"Sleeping Beauty (Disney Princess, 5)","A.L. Singer, Walt Disney Company"
13638570,"Out of Breath (Breathing, #3)",Rebecca Donovan
8965,"The Vampire's Assistant (Cirque Du Freak, #2)",Darren Shan
104089,Tigana,Guy Gavriel Kay
8765,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,Nora Ephron
78950,"Little Men (Little Women, #2)",Louisa May Alcott
415,Gravity's Rainbow,Thomas Pynchon
173526,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out","Brennan Manning, Michael W. Smith, Rich Mullins"
93728,"Princess in Love (The Princess Diaries, #3)",Meg Cabot
429138,"River God (Ancient Egypt, #1)",Wilbur Smith
140963,O Pioneers!,Willa Cather
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein
21094993,The Girl Who Saved the King of Sweden,"Jonas Jonasson, Rachel Willson-Broyles"
3686,Truth and Beauty,Ann Patchett
13369678,"The Vincent Brothers (The Vincent Boys, #2)",Abbi Glines
35743,The Tin Drum,Günter Grass
214332,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,Lee Strobel
7544603,"Smaragdgrün (Edelstein-Trilogie, #3)",Kerstin Gier
